symbol,name,priceIntraday,change,percentChange,volume,avgVol3month,market,cap,pERatioTTM
EW,Edwards Lifesciences Corporation,221.46,+2.12,+0.97%,"189,996",1.287M,46.057B,64.89,
BAX,Baxter International Inc.,87.89,+0.92,+1.06%,"191,580",2.293M,44.873B,29.41,
BIIB,Biogen Inc.,235.02,+3.34,+1.44%,"213,727",1.509M,43.349B,8.76,
HCA,"HCA Healthcare, Inc.",125.24,+1.31,+1.06%,"198,771",1.642M,42.705B,12.07,
ILMN,"Illumina, Inc.",287.42,+1.25,+0.44%,"164,284",1.147M,42.251B,45.64,
PHG,Koninklijke Philips N.V.,46.56,+0.59,+1.28%,"81,500","602,660",42.431B,29.47,
HUM,Humana Inc.,301.09,+4.09,+1.38%,"171,448",1.274M,40.674B,16.45,
REGN,"Regeneron Pharmaceuticals, Inc.",298.58,+1.73,+0.58%,"168,530","803,012",32.793B,16.58,
IQV,IQVIA Holdings Inc.,156.48,+1.27,+0.82%,"111,958",1.263M,30.653B,129.32,
ALC,"Alcon, Inc.",61.39,+0.54,+0.89%,"346,227","826,617",29.896B,N/A,
ZBH,"Zimmer Biomet Holdings, Inc.",137.85,+0.84,+0.61%,"83,047",1.227M,28.231B,N/A,
MCK,McKesson Corporation,146.89,+1.60,+1.10%,"310,308",1.42M,27.161B,47.75,
ALXN,"Alexion Pharmaceuticals, Inc.",112.85,+2.00,+1.80%,"493,696",1.771M,25.304B,19.12,
IDXX,"IDEXX Laboratories, Inc.",279.15,+3.74,+1.36%,"39,273","378,847",24.032B,60.20,
A,"Agilent Technologies, Inc.",72.03,+0.95,+1.34%,"397,080",2.73M,22.329B,21.55,
SNN,Smith & Nephew plc,46.62,+0.28,+0.60%,"38,685","435,642",20.419B,29.25,
FMS,Fresenius Medical Care AG & Co. KGaA,33.68,+0.55,+1.66%,"53,433","237,547",20.399B,9.12,
CNC,Centene Corporation,47.47,-0.54,-1.12%,2.498M,6.105M,19.634B,15.63,
GRFS,"Grifols, S.A.",22.22,+0.23,+1.02%,"234,881",1.483M,19.568B,37.06,
RMD,ResMed Inc.,135.74,+1.30,+0.97%,"108,937","525,819",19.503B,48.48,
ABC,AmerisourceBergen Corporation,88.30,+0.96,+1.10%,"100,003",1.364M,18.395B,19.64,
INCY,Incyte Corporation,83.66,+0.54,+0.65%,"117,466",1.196M,17.993B,58.87,
TFX,Teleflex Incorporated,371.82,+2.01,+0.54%,"34,160","242,722",17.161B,64.18,
MTD,Mettler-Toledo International Inc.,682.00,+16.81,+2.53%,"44,770","186,622",16.783B,31.68,
COO,"The Cooper Companies, Inc.",336.13,+0.75,+0.22%,"37,043","280,190",16.634B,39.48,
LH,Laboratory Corporation of America Holdings,168.10,+1.95,+1.18%,"62,342","703,165",16.424B,19.83,
DXCM,"DexCom, Inc.",165.24,+1.57,+0.96%,"290,368",1.057M,15.068B,N/A,
ALGN,"Align Technology, Inc.",179.01,+1.72,+0.97%,"303,961",1.289M,14.297B,34.77,
WAT,Waters Corporation,208.79,+3.25,+1.58%,"45,516","586,728",13.939B,26.52,
WCG,"WellCare Health Plans, Inc.",272.81,-1.55,-0.56%,"61,735","637,487",13.726B,26.26,
BMRN,BioMarin Pharmaceutical Inc.,76.51,+0.01,+0.01%,"132,524",1.29M,13.731B,N/A,
DGX,Quest Diagnostics Incorporated,101.71,+1.11,+1.10%,"89,175","908,285",13.697B,19.18,
HOLX,"Hologic, Inc.",50.80,+0.35,+0.69%,"99,214",1.654M,13.579B,N/A,
GMAB,Genmab A/S,20.38,+0.35,+1.75%,"26,505","636,650",13.264B,N/A,
UHS,"Universal Health Services, Inc.",148.05,+0.70,+0.48%,"57,662","647,871",13.101B,16.93,
STE,STERIS plc,154.65,+1.91,+1.25%,"56,795","536,458",13.07B,41.46,
CAH,"Cardinal Health, Inc.",43.81,+0.62,+1.44%,"237,107",2.737M,13.058B,9.67,
SGEN,"Seattle Genetics, Inc.",76.98,-2.22,-2.80%,"180,023","981,801",12.449B,N/A,
XRAY,DENTSPLY SIRONA Inc.,53.03,+0.70,+1.34%,"406,107",1.652M,11.888B,112.59,
ELAN,Elanco Animal Health Incorporated,29.55,+0.19,+0.65%,"167,937",2.888M,11.022B,72.07,
WST,"West Pharmaceutical Services, Inc.",146.02,+0.96,+0.67%,"28,826","290,019",10.769B,48.37,
VAR,"Varian Medical Systems, Inc.",109.57,+0.62,+0.57%,"40,476","590,550",9.978B,29.81,
BIO,"Bio-Rad Laboratories, Inc.",331.95,+4.45,+1.36%,"22,286","173,911",9.887B,11.08,
MYL,Mylan N.V.,19.03,+0.50,+2.70%,"887,515",8.118M,9.817B,311.97,
IONS,"Ionis Pharmaceuticals, Inc.",68.24,-0.84,-1.22%,"182,685",1.235M,9.588B,24.04,
BIO-B,"Bio-Rad Laboratories, Inc.",317.77,-0.28,-0.09%,0,126,9.497B,10.60,
NVCR,NovoCure Limited,95.25,+1.53,+1.63%,"439,336","786,400",9.351B,N/A,
GH,"Guardant Health, Inc.",100.63,-0.89,-0.88%,"150,875",1.042M,9.355B,N/A,
HSIC,"Henry Schein, Inc.",62.27,+0.52,+0.85%,"109,242",1.382M,9.232B,19.74,
GLPG,Galapagos NV,168.26,-3.92,-2.28%,"70,701","168,514",9.218B,N/A,
PKI,"PerkinElmer, Inc.",83.01,+0.67,+0.81%,"42,120","848,615",9.22B,36.58,
DVA,DaVita Inc.,57.24,-0.58,-0.99%,2.641M,2.652M,9.176B,70.41,
SRPT,"Sarepta Therapeutics, Inc.",123.74,-1.21,-0.97%,"350,637",1.229M,9.199B,N/A,
PODD,Insulet Corporation,151.41,+1.17,+0.78%,"59,907","538,904",9.126B,562.86,
CGC,Canopy Growth Corporation,26.71,-1.40,-4.98%,2.513M,4.152M,9.077B,N/A,
ALNY,"Alnylam Pharmaceuticals, Inc.",81.42,+0.73,+0.90%,"195,710","732,141",9.055B,N/A,
NBIX,"Neurocrine Biosciences, Inc.",98.30,+1.06,+1.09%,"190,506","669,887",9.002B,540.11,
BGNE,"BeiGene, Ltd.",147.43,+3.67,+2.55%,"40,941","258,233",8.763B,N/A,
MOH,"Molina Healthcare, Inc.",138.63,+1.95,+1.43%,"66,816","585,844",8.694B,11.59,
ABMD,"Abiomed, Inc.",191.43,-1.58,-0.82%,"104,316","631,009",8.686B,34.25,
ICLR,ICON Public Limited Company,157.55,+0.38,+0.24%,"20,318","243,411",8.52B,24.35,
CTLT,"Catalent, Inc.",56.12,+0.28,+0.51%,"47,263","712,076",8.178B,53.66,
MASI,Masimo Corporation,152.59,+1.34,+0.88%,"27,536","385,273",8.137B,43.62,
QGEN,QIAGEN N.V.,34.81,+0.22,+0.64%,"115,160","946,468",7.883B,41.44,
JAZZ,Jazz Pharmaceuticals plc,137.50,+2.67,+1.98%,"42,723","471,130",8.046B,12.47,
BHC,Bausch Health Companies Inc.,21.61,+0.31,+1.46%,"491,247",3.398M,7.61B,N/A,
TECH,Bio-Techne Corporation,196.99,-0.59,-0.30%,"49,619","147,447",7.46B,62.85,
TEVA,Teva Pharmaceutical Industries Limited,6.68,+0.28,+4.29%,6.044M,20.7M,7.026B,N/A,
HRC,"Hill-Rom Holdings, Inc.",105.99,+0.74,+0.70%,"26,638","384,160",7.082B,33.42,
HAE,Haemonetics Corporation,139.04,+0.52,+0.38%,"62,544","429,596",7.059B,149.51,
CHE,Chemed Corporation,431.38,+1.43,+0.33%,19.994k,"111,511",6.868B,35.67,
BLUE,"bluebird bio, Inc.",120.71,+0.69,+0.58%,"72,288","562,012",6.672B,N/A,
EXEL,"Exelixis, Inc.",22.07,+0.35,+1.61%,753.143k,2.538M,6.685B,10.78,
BRKR,Bruker Corporation,41.89,+0.42,+1.01%,"96,324","895,217",6.479B,34.94,
PRAH,"PRA Health Sciences, Inc.",98.11,+1.14,+1.18%,"176,440","593,744",6.462B,41.21,
CRL,"Charles River Laboratories International, Inc.",131.65,+1.81,+1.39%,"13,216","330,707",6.425B,29.67,
PRGO,Perrigo Company plc,47.04,+0.86,+1.86%,"361,331",1.262M,6.4B,73.62,
EHC,Encompass Health Corporation,62.19,+0.20,+0.32%,"63,608","724,647",6.135B,20.00,
ACB,Aurora Cannabis Inc.,5.92,-0.07,-1.21%,7.415M,11.769M,6.057B,27.40,
RDY,Dr. Reddy's Laboratories Limited,35.20,-0.04,-0.11%,"21,054","190,192",5.859B,25.07,
ADPT,Adaptive Biotechnologies Corporation,45.07,-1.03,-2.23%,"54,279",1.036M,5.602B,N/A,
ASND,Ascendis Pharma A/S,113.63,-0.81,-0.71%,"39,019","296,863",5.332B,N/A,
SYNH,"Syneos Health, Inc.",51.03,+0.19,+0.37%,"28,840","467,585",5.281B,318.94,
ARGX,argenx SE,138.05,+1.93,+1.42%,"26,913","158,319",5.268B,N/A,
IART,Integra LifeSciences Holdings Corporation,61.60,+0.58,+0.95%,"140,931","427,639",5.269B,52.88,
HZNP,Horizon Therapeutics Public Limited Company,27.45,+0.45,+1.69%,"129,663",2.053M,5.119B,78.22,
PEN,"Penumbra, Inc.",145.63,+0.42,+0.29%,"38,988","382,801",5.067B,353.47,
GMED,"Globus Medical, Inc.",50.28,+0.53,+1.07%,"29,784","599,100",4.982B,35.91,
RGEN,Repligen Corporation,93.17,+0.53,+0.58%,"59,554","587,120",4.621B,163.46,
MRNA,"Moderna, Inc.",13.18,+0.02,+0.18%,447.042k,1.433M,4.355B,N/A,
ALLK,Allakos Inc.,89.66,+0.94,+1.06%,"84,159","675,641",4.341B,N/A,
AMED,"Amedisys, Inc.",133.74,+0.72,+0.55%,"16,964","339,293",4.303B,35.47,
ACAD,ACADIA Pharmaceuticals Inc.,29.24,-0.37,-1.25%,135.376k,1.279M,4.223B,N/A,
BPMC,Blueprint Medicines Corporation,81.93,-2.12,-2.53%,138.805k,"491,665",4.02B,N/A,
FGEN,"FibroGen, Inc.",45.64,+1.04,+2.33%,"42,310","651,507",3.967B,81.64,
LIVN,LivaNova PLC,80.87,+1.41,+1.77%,"36,968","385,961",3.913B,N/A,
ONCE,"Spark Therapeutics, Inc.",100.67,+0.10,+0.10%,"19,022","490,041",3.874B,N/A,
MOR,MorphoSys AG,30.63,+0.58,+1.93%,"22,613","83,857",3.892B,N/A,
LHCG,"LHC Group, Inc.",121.71,+0.09,+0.07%,40.281k,"219,787",3.835B,44.18,
CMD,Cantel Medical Corp.,90.72,+1.52,+1.70%,"16,875","255,731",3.789B,59.96,
CBPO,"China Biologic Products Holdings, Inc.",98.11,-0.68,-0.69%,"14,487","134,966",3.754B,25.99,
NEOG,Neogen Corporation,71.70,+0.74,+1.04%,"23,060","222,361",3.749B,62.35,
MRTX,"Mirati Therapeutics, Inc.",93.13,+1.00,+1.09%,"102,917","674,977",3.66B,N/A,
UTHR,United Therapeutics Corporation,81.71,+0.34,+0.42%,"54,564","726,319",3.583B,N/A,
ALKS,Alkermes plc,22.23,+0.58,+2.68%,"65,530",1.428M,3.493B,N/A,
ICUI,"ICU Medical, Inc.",168.14,+2.15,+1.30%,"54,282","201,239",3.475B,77.91,
LVGO,"Livongo Health, Inc.",37.98,+1.19,+3.23%,"306,030",1.799M,3.453B,N/A,
RARE,Ultragenyx Pharmaceutical Inc.,59.36,+0.71,+1.21%,"67,076","412,680",3.425B,N/A,
NUVA,"NuVasive, Inc.",64.07,+0.35,+0.56%,"52,299","397,409",3.335B,65.12,
ALLO,"Allogene Therapeutics, Inc.",26.68,+0.41,+1.56%,"71,160","444,660",3.248B,N/A,
BBIO,"BridgeBio Pharma, Inc.",27.61,+0.15,+0.55%,"23,714","401,794",3.224B,N/A,
TARO,Taro Pharmaceutical Industries Ltd.,82.20,+0.64,+0.78%,"6,465","61,342",3.168B,11.37,
ARWR,"Arrowhead Pharmaceuticals, Inc.",32.80,+1.61,+5.16%,"360,301",2.039M,3.126B,68.19,
NKTR,Nektar Therapeutics,17.76,-0.34,-1.88%,"813,253",2.147M,3.113B,N/A,
TLRY,"Tilray, Inc.",29.50,-1.81,-5.78%,1.924M,1.547M,2.881B,N/A,
GBT,"Global Blood Therapeutics, Inc.",47.90,-0.12,-0.25%,"171,674","922,706",2.875B,N/A,
ARNA,"Arena Pharmaceuticals, Inc.",57.83,+2.11,+3.79%,"99,776","524,630",2.881B,4.92,
MEDP,"Medpace Holdings, Inc.",79.78,+0.78,+0.99%,"101,768","417,404",2.864B,33.83,
GHDX,"Genomic Health, Inc.",74.48,-0.16,-0.21%,"29,711","733,773",2.777B,57.47,
WMGI,Wright Medical Group N.V.,21.71,+0.46,+2.16%,"190,385",1.973M,2.738B,N/A,
CNMD,CONMED Corporation,96.57,+1.56,+1.64%,"16,033","215,930",2.732B,99.77,
ENSG,"The Ensign Group, Inc.",51.04,-0.74,-1.42%,"108,399","264,893",2.725B,27.43,
AMN,"AMN Healthcare Services, Inc.",56.95,+0.86,+1.53%,"113,092","296,882",2.657B,21.67,
PTCT,"PTC Therapeutics, Inc.",45.15,+0.03,+0.07%,"17,961","613,015",2.638B,N/A,
HCM,Hutchison China MediTech Limited,19.97,-0.56,-2.73%,"35,767","390,757",2.634B,N/A,
MDCO,The Medicines Company,32.95,+0.24,+0.73%,"112,395",1.549M,2.615B,N/A,
ITGR,Integer Holdings Corporation,78.14,+0.63,+0.82%,"15,260","199,569",2.61B,13.19,
AGIO,"Agios Pharmaceuticals, Inc.",43.12,+0.72,+1.70%,"55,485","551,969",2.533B,N/A,
MYOK,"MyoKardia, Inc.",54.04,+0.12,+0.23%,"31,000","339,357",2.492B,N/A,
QDEL,Quidel Corporation,62.16,+0.59,+0.96%,"12,893","190,493",2.475B,38.75,
NVRO,Nevro Corp.,79.93,-0.83,-1.03%,"32,895","364,304",2.469B,N/A,
NVTA,Invitae Corporation,25.92,+0.75,+2.98%,"277,516",1.937M,2.467B,N/A,
ACHC,"Acadia Healthcare Company, Inc.",27.67,+0.15,+0.55%,"46,926","706,938",2.449B,N/A,
HALO,"Halozyme Therapeutics, Inc.",16.50,+0.22,+1.35%,"58,204","872,295",2.414B,N/A,
GKOS,Glaukos Corporation,64.20,+1.26,+2.00%,"72,764","424,723",2.365B,N/A,
EBS,Emergent BioSolutions Inc.,44.32,+0.67,+1.53%,"26,871","360,104",2.287B,N/A,
SEM,Select Medical Holdings Corporation,16.10,+0.02,+0.12%,"38,521","499,817",2.18B,15.26,
QURE,uniQure N.V.,56.91,+0.01,+0.02%,"78,699","755,087",2.154B,N/A,
THC,Tenet Healthcare Corporation,20.79,+0.45,+2.21%,"97,238",1.585M,2.144B,N/A,
ICPT,"Intercept Pharmaceuticals, Inc.",65.50,+1.50,+2.34%,"63,632","609,758",2.141B,N/A,
PTLA,"Portola Pharmaceuticals, Inc.",30.37,-0.04,-0.13%,"103,299",1.15M,2.075B,N/A,
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,39.45,+0.23,+0.59%,"49,196",1.034M,2.057B,N/A,
NTRA,"Natera, Inc.",28.80,+0.54,+1.91%,"142,445","701,187",2.02B,N/A,
MMSI,"Merit Medical Systems, Inc.",36.50,+0.32,+0.88%,"137,095","564,220",2.014B,52.67,
CBM,Cambrex Corporation,59.27,-0.62,-1.04%,"724,179","511,707",1.995B,37.02,
AKCA,"Akcea Therapeutics, Inc.",21.18,-0.10,-0.47%,"14,279","207,061",1.97B,N/A,
MD,"MEDNAX, Inc.",22.22,+0.55,+2.51%,"45,896","844,093",1.871B,N/A,
IRTC,"iRhythm Technologies, Inc.",74.91,+1.78,+2.43%,"25,356","303,811",1.862B,N/A,
APLS,"Apellis Pharmaceuticals, Inc.",28.18,+0.43,+1.55%,"15,412","387,534",1.795B,N/A,
MYGN,"Myriad Genetics, Inc.",24.16,-1.19,-4.69%,"418,570",1.423M,1.785B,402.67,
DNLI,Denali Therapeutics Inc.,18.37,+0.21,+1.16%,"20,705","320,696",1.761B,N/A,
AVNS,"Avanos Medical, Inc.",36.82,+0.27,+0.74%,"31,875","284,869",1.757B,N/A,
TCDA,"Tricida, Inc.",35.40,+0.76,+2.21%,"56,231","236,988",1.749B,N/A,
CSII,"Cardiovascular Systems, Inc.",49.91,+1.61,+3.33%,"73,060","280,568",1.74B,N/A,
USPH,"U.S. Physical Therapy, Inc.",135.20,+0.60,+0.45%,"12,434","84,555",1.725B,94.02,
MGLN,"Magellan Health, Inc.",69.82,+0.24,+0.34%,"16,372","276,493",1.704B,127.41,
PBH,Prestige Consumer Healthcare Inc.,32.92,+0.01,+0.03%,"69,866","401,060",1.686B,N/A,
PDCO,"Patterson Companies, Inc.",17.18,+0.35,+2.08%,"290,653",1.146M,1.64B,19.30,
NRC,National Research Corporation,65.04,+0.15,+0.23%,"6,081","42,280",1.617B,57.30,
PCRX,"Pacira BioSciences, Inc.",38.50,+0.28,+0.73%,"24,080","513,977",1.603B,208.11,
INSP,"Inspire Medical Systems, Inc.",66.42,+0.93,+1.43%,"26,373","290,542",1.588B,N/A,
BKD,Brookdale Senior Living Inc.,8.38,+0.02,+0.24%,"138,165",1.696M,1.554B,N/A,
APHA,Aphria Inc.,6.26,+0.08,+1.29%,1.508M,4.571M,1.558B,20.94,
INSM,Insmed Incorporated,16.77,+0.17,+1.02%,"125,062",1.296M,1.496B,N/A,
EIDX,"Eidos Therapeutics, Inc.",39.60,+0.30,+0.76%,"48,957","189,242",1.461B,N/A,
BEAT,"BioTelemetry, Inc.",41.97,+0.99,+2.43%,"65,112","398,457",1.423B,32.64,
ENTA,"Enanta Pharmaceuticals, Inc.",72.12,+0.19,+0.26%,"38,542","194,004",1.419B,23.49,
IRWD,"Ironwood Pharmaceuticals, Inc.",8.96,+0.19,+2.17%,"69,197",1.568M,1.402B,N/A,
DCPH,"Deciphera Pharmaceuticals, Inc.",36.69,-0.31,-0.84%,"132,738","610,230",1.402B,N/A,
ATRI,Atrion Corporation,754.02,+11.34,+1.53%,"3,113","14,636",1.399B,38.91,
RGNX,REGENXBIO Inc.,37.62,+0.44,+1.19%,"92,029","596,328",1.378B,N/A,
TPTX,"Turning Point Therapeutics, Inc.",44.27,+1.85,+4.36%,"46,974","169,542",1.381B,N/A,
AIMT,"Aimmune Therapeutics, Inc.",21.87,-0.56,-2.50%,"126,942","528,907",1.371B,N/A,
GTHX,"G1 Therapeutics, Inc.",36.55,-0.68,-1.83%,"56,527","479,617",1.371B,N/A,
SGMO,"Sangamo Therapeutics, Inc.",11.60,+0.25,+2.20%,"285,890",1.76M,1.342B,N/A,
ANAB,"AnaptysBio, Inc.",49.35,+0.15,+0.32%,"44,672","290,261",1.335B,N/A,
EDIT,"Editas Medicine, Inc.",25.93,+0.30,+1.15%,"141,023","688,549",1.284B,N/A,
EPZM,"Epizyme, Inc.",13.65,-0.07,-0.54%,"91,287","870,782",1.242B,N/A,
MNTA,"Momenta Pharmaceuticals, Inc.",12.62,+0.60,+4.99%,"115,203","527,422",1.246B,N/A,
ATNX,"Athenex, Inc.",15.69,+0.29,+1.88%,"98,974","735,819",1.213B,N/A,
SWAV,"ShockWave Medical, Inc.",42.98,+0.41,+0.96%,"37,780","351,357",1.204B,N/A,
ORTX,Orchard Therapeutics plc,13.74,-0.03,-0.22%,"7,656","224,960",1.184B,N/A,
GOSS,"Gossamer Bio, Inc.",17.83,+0.05,+0.28%,"19,175","214,339",1.175B,N/A,
INVA,"Innoviva, Inc.",11.56,+0.08,+0.70%,"34,178","798,590",1.171B,3.38,
ADUS,Addus HomeCare Corporation,88.11,-0.32,-0.36%,"12,112","100,168",1.165B,62.53,
XON,Intrexon Corporation,7.20,+0.19,+2.71%,"259,350",1.745M,1.167B,N/A,
ODT,"Odonate Therapeutics, Inc.",32.42,+0.07,+0.22%,"7,649","132,925",1.044B,N/A,
AMPH,"Amphastar Pharmaceuticals, Inc.",22.03,+0.65,+3.04%,"46,207","188,658",1.04B,20.10,
ALEC,"Alector, Inc.",15.09,+0.24,+1.62%,"71,953","182,106",1.039B,N/A,
ZYME,Zymeworks Inc.,26.27,-0.12,-0.45%,"167,594","275,109",1.03B,N/A,
VREX,Varex Imaging Corporation,27.07,+0.57,+2.15%,"45,362","249,242",1.037B,81.78,
CRY,"CryoLife, Inc.",26.88,+0.49,+1.86%,"14,915","177,122",1.008B,298.67,
TWST,Twist Bioscience Corporation,30.68,+1.03,+3.47%,"20,639","325,483",998.907M,N/A,
STOK,"Stoke Therapeutics, Inc.",30.44,-0.43,-1.39%,"3,710","227,857",995.939M,N/A,
AXNX,"Axonics Modulation Technologies, Inc.",34.78,+0.63,+1.84%,"17,815","250,190",992.092M,N/A,
OFIX,Orthofix Medical Inc.,51.77,+0.63,+1.23%,"4,811","135,880",987.099M,103.75,
DRNA,"Dicerna Pharmaceuticals, Inc.",14.40,+0.03,+0.21%,"73,770","406,871",984.384M,N/A,
NGM,"NGM Biopharmaceuticals, Inc.",14.70,-0.19,-1.31%,"15,241","99,052",971.162M,N/A,
YMAB,"Y-mAbs Therapeutics, Inc.",28.02,+0.12,+0.43%,"21,444","165,955",958.108M,N/A,
LMNX,Luminex Corporation,20.84,+0.21,+1.02%,"18,325","238,725",938.779M,N/A,
INGN,"Inogen, Inc.",42.35,+0.17,+0.39%,"138,914","529,617",928.787M,22.74,
SPPI,"Spectrum Pharmaceuticals, Inc.",8.26,+0.25,+3.12%,"93,739","772,171",924.814M,N/A,
PETQ,"PetIQ, Inc.",32.46,+0.30,+0.92%,"56,993","402,293",915.984M,166.44,
PRNB,Principia Biopharma Inc.,38.06,+0.85,+2.28%,"18,082","133,922",912.329M,N/A,
PACB,"Pacific Biosciences of California, Inc.",5.90,+0.14,+2.43%,"102,907",1.807M,900.783M,N/A,
TVTY,"Tivity Health, Inc.",18.33,+0.24,+1.33%,"71,668","828,693",876.781M,10.62,
RUBY,"Rubius Therapeutics, Inc.",10.90,+0.30,+2.78%,"38,446","234,122",867.802M,N/A,
KURA,"Kura Oncology, Inc.",18.15,+0.32,+1.79%,"21,745","372,093",820.65M,N/A,
CYTK,"Cytokinetics, Incorporated",13.85,+0.59,+4.45%,"62,144","457,122",812.703M,N/A,
ARVN,"Arvinas, Inc.",23.93,+0.04,+0.17%,"30,152","207,376",806.855M,N/A,
VYGR,"Voyager Therapeutics, Inc.",21.89,+0.45,+2.12%,"57,002","435,400",806.077M,N/A,
ANIK,"Anika Therapeutics, Inc.",57.19,+0.98,+1.74%,"17,811","189,815",788.244M,28.03,
OGI,OrganiGram Holdings Inc.,5.05,-0.10,-1.84%,"203,497",1.064M,784.809M,N/A,
PRSC,The Providence Service Corporation,60.51,+0.23,+0.38%,"11,982","62,687",780.264M,N/A,
CDXS,"Codexis, Inc.",13.30,-0.09,-0.67%,"25,633","400,242",776.169M,N/A,
AKRO,"Akero Therapeutics, Inc.",26.81,+0.47,+1.78%,"29,546","169,146",765.57M,N/A,
ATRA,"Atara Biotherapeutics, Inc.",13.94,-0.12,-0.85%,"102,877","816,734",749.386M,N/A,
MGNX,"MacroGenics, Inc.",15.26,+0.19,+1.26%,"39,813","664,434",746.115M,N/A,
FIXX,"Homology Medicines, Inc.",16.96,+0.18,+1.07%,"27,441","266,334",745.667M,N/A,
HNGR,"Hanger, Inc.",19.30,+0.16,+0.84%,"19,251","342,104",719.942M,61.08,
ANGO,"AngioDynamics, Inc.",19.10,+0.13,+0.69%,"19,178","200,600",711.991M,11.69,
CRTX,"Cortexyme, Inc.",26.48,-0.50,-1.85%,"3,599","85,739",710.752M,N/A,
MGTX,MeiraGTx Holdings plc,20.99,-0.12,-0.57%,"17,898","179,519",700.422M,N/A,
MYOV,Myovant Sciences Ltd.,7.91,+0.91,+13.00%,"83,788","334,676",708.915M,N/A,
INMD,InMode Ltd.,21.01,+1.11,+5.58%,"504,417",1.514M,732.499M,N/A,
ZEAL,Zealand Pharma A/S,20.96,-0.19,-0.91%,"1,989","13,252",670.07M,6.98,
CO,Global Cord Blood Corporation,5.47,-0.05,-0.91%,"11,331","65,546",664.884M,18.67,
DBVT,DBV Technologies S.A.,9.13,+0.15,+1.67%,"15,217","241,776",665.316M,N/A,
GNFT,Genfit SA,16.62,+0.83,+5.26%,"23,733","78,793",653.472M,N/A,
NXTC,"NextCure, Inc.",28.48,+1.92,+7.24%,"8,846","70,509",646.981M,N/A,
SRDX,"Surmodics, Inc.",45.95,+1.39,+3.12%,"7,783","116,034",619.797M,275.15,
AVRO,"AVROBIO, Inc.",18.93,+0.57,+3.10%,"27,040","341,044",599.384M,N/A,
KPTI,Karyopharm Therapeutics Inc.,9.40,+0.33,+3.64%,"439,490",2.561M,582.053M,N/A,
